Label,Num,Adjectives,Synonyms
E-Low-N-Low-A-High-C-Low-O-High,3,imaginative,"['inventive', 'imaginative']"
E-Low-N-Low-A-High-C-Low-O-High,4,wistful,"['wistful', 'pensive']"
E-Low-N-Low-A-High-C-Low-O-High,5,enthusiastic,['enthusiastic']
E-Low-N-Low-A-High-C-Low-O-High,6,sincere,"['earnest', 'sincere', 'solemn']"
E-Low-N-Low-A-High-C-Low-O-High,7,perceptive,['perceptive']
E-Low-N-Low-A-High-C-Low-O-High,8,dreamy,"['dreamy', 'woolgathering', 'lackadaisical', 'moony']"
E-Low-N-Low-A-High-C-Low-O-High,9,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-Low-N-Low-A-High-C-Low-O-High,10,sentimental,"['maudlin', 'bathetic', 'sentimental', 'drippy', 'hokey']"
E-Low-N-High-A-High-C-Low-O-High,1,sensitive,"['sensible', 'sensitive']"
E-Low-N-High-A-High-C-Low-O-High,2,vulnerable,['vulnerable']
E-Low-N-High-A-High-C-Low-O-High,3,compassionate,['compassionate']
E-Low-N-High-A-High-C-Low-O-High,4,dreamy,"['dreamy', 'woolgathering', 'lackadaisical', 'moony']"
E-Low-N-High-A-High-C-Low-O-High,5,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-High-C-Low-O-High,6,emotionally,[]
E-Low-N-High-A-High-C-Low-O-High,7,creative,"['originative', 'creative']"
E-Low-N-High-A-High-C-Low-O-High,8,indecisive,['indecisive']
E-Low-N-High-A-High-C-Low-O-High,9,sentimental,"['maudlin', 'bathetic', 'sentimental', 'drippy', 'hokey']"
E-Low-N-High-A-High-C-Low-O-High,10,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-High-N-High-A-Low-C-High-O-High,1,dynamic,"['dynamic', 'dynamical', 'active']"
E-High-N-High-A-Low-C-High-O-High,2,intense,"['vivid', 'intense', 'acute']"
E-High-N-High-A-Low-C-High-O-High,3,ambitious,"['ambitious', 'challenging']"
E-High-N-High-A-Low-C-High-O-High,4,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
E-High-N-High-A-Low-C-High-O-High,5,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-High-A-Low-C-High-O-High,6,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-High-N-High-A-Low-C-High-O-High,7,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-High-A-Low-C-High-O-High,8,expressive,['expressive']
E-High-N-High-A-Low-C-High-O-High,9,adventurous,"['adventurous', 'adventuresome']"
E-High-N-High-A-Low-C-High-O-High,10,unpredictable,"['irregular', 'unpredictable']"
E-High-N-High-A-High-C-Low-O-Low,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-High-A-High-C-Low-O-Low,2,emotionally,[]
E-High-N-High-A-High-C-Low-O-Low,3,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High-N-High-A-High-C-Low-O-Low,4,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-High-C-Low-O-Low,5,exuberant,"['excessive', 'ebullient', 'extravagant', 'high-spirited', 'exuberant']"
E-High-N-High-A-High-C-Low-O-Low,6,adaptable,['adaptable']
E-High-N-High-A-High-C-Low-O-Low,7,passionate,['passionate']
E-High-N-High-A-High-C-Low-O-Low,8,reckless,"['foolhardy', 'rash', 'reckless', 'heedless', 'heady']"
E-High-N-High-A-High-C-Low-O-Low,9,enthusiastic,['enthusiastic']
E-High-N-High-A-High-C-Low-O-Low,10,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-Low-A-Low-C-High-O-High,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-Low-C-High-O-High,2,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-Low-C-High-O-High,3,adventurous,"['adventurous', 'adventuresome']"
E-High-N-Low-A-Low-C-High-O-High,4,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-High-N-Low-A-Low-C-High-O-High,5,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
E-High-N-Low-A-Low-C-High-O-High,6,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-Low-A-Low-C-High-O-High,7,savvy,[]
E-High-N-Low-A-Low-C-High-O-High,8,diligent,"['persevering', 'diligent']"
E-High-N-Low-A-Low-C-High-O-High,9,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
E-High-N-Low-A-Low-C-High-O-High,10,unconventional,"['unlawful', 'unconventional', 'improper']"
E-Low-N-High-A-Low-C-Low-O-High,1,introverted,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-Low-O-High,2,moody,"['dark', 'dour', 'glowering', 'moody', 'glum']"
E-Low-N-High-A-Low-C-Low-O-High,3,rebellious,"['ill-affected', 'rebellious', 'disaffected', 'malcontent']"
E-Low-N-High-A-Low-C-Low-O-High,4,impulsive,"['unprompted', 'driving', 'impulsive']"
E-Low-N-High-A-Low-C-Low-O-High,5,skeptical,"['unbelieving', 'doubting', 'disbelieving', 'sceptical', 'skeptical']"
E-Low-N-High-A-Low-C-Low-O-High,6,emotionally,[]
E-Low-N-High-A-Low-C-Low-O-High,7,creative,"['originative', 'creative']"
E-Low-N-High-A-Low-C-Low-O-High,8,disorganized,"['disorganized', 'disorganised']"
E-Low-N-High-A-Low-C-Low-O-High,9,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-Low-O-High,10,unconventional,"['unlawful', 'unconventional', 'improper']"
E-High-N-High-A-Low-C-Low-O-Low,1,mercurial,"['fickle', 'quicksilver', 'mercurial', 'erratic']"
E-High-N-High-A-Low-C-Low-O-Low,2,sociable,['sociable']
E-High-N-High-A-Low-C-Low-O-Low,3,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-Low-O-Low,4,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-High-A-Low-C-Low-O-Low,5,assertive,"['self-assertive', 'assertive', 'self-asserting']"
E-High-N-High-A-Low-C-Low-O-Low,6,reckless,"['foolhardy', 'rash', 'reckless', 'heedless', 'heady']"
E-High-N-High-A-Low-C-Low-O-Low,7,emotional,"['emotional', 'aroused']"
E-High-N-High-A-Low-C-Low-O-Low,8,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-High-A-Low-C-Low-O-Low,9,unpredictable,"['irregular', 'unpredictable']"
E-High-N-High-A-Low-C-Low-O-Low,10,confrontational,['confrontational']
E-High-N-High-A-Low-C-Low-O-High,1,mercurial,"['fickle', 'quicksilver', 'mercurial', 'erratic']"
E-High-N-High-A-Low-C-Low-O-High,2,charismatic,"['magnetic', 'charismatic']"
E-High-N-High-A-Low-C-Low-O-High,3,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-Low-O-High,4,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-High-A-Low-C-Low-O-High,5,restless,"['ungratified', 'unsatisfied', 'restless']"
E-High-N-High-A-Low-C-Low-O-High,6,introspective,"['introspective', 'self-examining', 'introverted']"
E-High-N-High-A-Low-C-Low-O-High,7,unpredictable,"['irregular', 'unpredictable']"
E-High-N-High-A-Low-C-Low-O-High,8,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
E-High-N-High-A-Low-C-Low-O-High,9,emotionally,[]
E-High-N-High-A-Low-C-Low-O-High,10,adventurous,"['adventurous', 'adventuresome']"
E-Low-N-Low-A-Low-C-Low-O-High,1,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-Low-N-Low-A-Low-C-Low-O-High,2,cerebral,"['intellectual', 'cerebral']"
E-Low-N-Low-A-Low-C-Low-O-High,3,skeptical,"['unbelieving', 'doubting', 'disbelieving', 'sceptical', 'skeptical']"
E-Low-N-Low-A-Low-C-Low-O-High,4,creative,"['originative', 'creative']"
E-Low-N-Low-A-Low-C-Low-O-High,5,moody,"['dark', 'dour', 'glowering', 'moody', 'glum']"
E-Low-N-Low-A-Low-C-Low-O-High,6,independent,"['sovereign', 'independent', 'autonomous', 'self-governing']"
E-Low-N-Low-A-Low-C-Low-O-High,7,imaginative,"['inventive', 'imaginative']"
E-Low-N-Low-A-Low-C-Low-O-High,8,reflective,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-Low-A-Low-C-Low-O-High,9,nonconformist,"['nonconforming', 'nonconformist', 'unconformist']"
E-Low-N-Low-A-Low-C-Low-O-High,10,whimsical,"['whimsical', 'impulsive', 'capricious']"
