Label,Num,Adjectives,Synonyms
E-Low-N-Low-A-High-C-Low-O-High,7,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-Low-N-Low-A-High-C-Low-O-High,8,dreamy,"['dreamy', 'woolgathering', 'lackadaisical', 'moony']"
E-Low-N-Low-A-High-C-Low-O-High,9,sincere,"['earnest', 'sincere', 'solemn']"
E-Low-N-Low-A-High-C-Low-O-High,10,ethereal,"['aeriform', 'ethereal', 'aerial', 'aery', 'airy']"
E-Low-N-High-A-High-C-Low-O-High,1,sensitive,"['sensible', 'sensitive']"
E-Low-N-High-A-High-C-Low-O-High,2,dreamy,"['dreamy', 'woolgathering', 'lackadaisical', 'moony']"
E-Low-N-High-A-High-C-Low-O-High,3,vulnerable,['vulnerable']
E-Low-N-High-A-High-C-Low-O-High,4,empathetic,"['empathic', 'empathetic']"
E-Low-N-High-A-High-C-Low-O-High,5,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-High-C-Low-O-High,6,soulful,['soulful']
E-Low-N-High-A-High-C-Low-O-High,7,melancholic,"['melancholic', 'melancholy']"
E-Low-N-High-A-High-C-Low-O-High,8,artistic,"['esthetic', 'artistic', 'aesthetic']"
E-Low-N-High-A-High-C-Low-O-High,9,wistful,"['wistful', 'pensive']"
E-Low-N-High-A-High-C-Low-O-High,10,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-High-N-High-A-Low-C-High-O-High,1,dynamic,"['dynamic', 'dynamical', 'active']"
E-High-N-High-A-Low-C-High-O-High,2,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-High-A-Low-C-High-O-High,3,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-High-A-Low-C-High-O-High,4,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-High-A-Low-C-High-O-High,5,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
E-High-N-High-A-Low-C-High-O-High,6,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-High-O-High,7,charismatic,"['magnetic', 'charismatic']"
E-High-N-High-A-Low-C-High-O-High,8,perfectionistic,[]
E-High-N-High-A-Low-C-High-O-High,9,intellectual,"['noetic', 'rational', 'intellectual', 'cerebral']"
E-High-N-High-A-Low-C-High-O-High,10,unpredictable,"['irregular', 'unpredictable']"
E-High-N-High-A-High-C-Low-O-Low,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-High-A-High-C-Low-O-Low,2,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-High-C-Low-O-Low,3,warm-hearted,[]
E-High-N-High-A-High-C-Low-O-Low,4,high-strung,"['highly_strung', 'high-strung', 'jumpy', 'edgy', 'jittery']"
E-High-N-High-A-High-C-Low-O-Low,5,adventurous,"['adventurous', 'adventuresome']"
E-High-N-High-A-High-C-Low-O-Low,6,emotionally,[]
E-High-N-High-A-High-C-Low-O-Low,7,charismatic,"['magnetic', 'charismatic']"
E-High-N-High-A-High-C-Low-O-Low,8,disorganized,"['disorganized', 'disorganised']"
E-High-N-High-A-High-C-Low-O-Low,9,passionate,['passionate']
E-High-N-High-A-High-C-Low-O-Low,10,vulnerable,['vulnerable']
E-High-N-Low-A-Low-C-High-O-High,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-Low-C-High-O-High,2,fearless,"['brave', 'audacious', 'dauntless', 'unafraid', 'fearless']"
E-High-N-Low-A-Low-C-High-O-High,3,charismatic,"['magnetic', 'charismatic']"
E-High-N-Low-A-Low-C-High-O-High,4,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
E-High-N-Low-A-Low-C-High-O-High,5,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-Low-A-Low-C-High-O-High,6,adventurous,"['adventurous', 'adventuresome']"
E-High-N-Low-A-Low-C-High-O-High,7,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-Low-C-High-O-High,8,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-Low-A-Low-C-High-O-High,9,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
E-High-N-Low-A-Low-C-High-O-High,10,ambitious,"['ambitious', 'challenging']"
E-Low-N-High-A-Low-C-Low-O-High,1,melancholic,"['melancholic', 'melancholy']"
E-Low-N-High-A-Low-C-Low-O-High,2,restless,"['ungratified', 'unsatisfied', 'restless']"
E-Low-N-High-A-Low-C-Low-O-High,3,brooding,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-Low-C-Low-O-High,4,unpredictable,"['irregular', 'unpredictable']"
E-Low-N-High-A-Low-C-Low-O-High,5,perceptive,['perceptive']
E-Low-N-High-A-Low-C-Low-O-High,6,rebellious,"['ill-affected', 'rebellious', 'disaffected', 'malcontent']"
E-Low-N-High-A-Low-C-Low-O-High,7,sensitive,"['sensible', 'sensitive']"
E-Low-N-High-A-Low-C-Low-O-High,8,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-Low-O-High,9,unconventional,"['unlawful', 'unconventional', 'improper']"
E-Low-N-High-A-Low-C-Low-O-High,10,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-High-N-High-A-Low-C-Low-O-Low,1,rebellious,"['ill-affected', 'rebellious', 'disaffected', 'malcontent']"
E-High-N-High-A-Low-C-Low-O-Low,2,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-Low-O-Low,3,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-High-A-Low-C-Low-O-Low,4,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-High-A-Low-C-Low-O-Low,5,sensational,"['arresting', 'stunning', 'sensational']"
E-High-N-High-A-Low-C-Low-O-Low,6,unpredictable,"['irregular', 'unpredictable']"
E-High-N-High-A-Low-C-Low-O-Low,7,forceful,"['forceful', 'emphatic']"
E-High-N-High-A-Low-C-Low-O-Low,8,self-centered,"['egoistic', 'egoistical', 'self-centred', 'self-centered', 'egocentric']"
E-High-N-High-A-Low-C-Low-O-Low,9,restless,"['ungratified', 'unsatisfied', 'restless']"
E-High-N-High-A-Low-C-Low-O-Low,10,emotionally,[]
E-High-N-High-A-Low-C-Low-O-High,1,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-High-A-Low-C-Low-O-High,2,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-Low-O-High,3,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-High-A-Low-C-Low-O-High,4,rebellious,"['ill-affected', 'rebellious', 'disaffected', 'malcontent']"
E-High-N-High-A-Low-C-Low-O-High,5,vivacious,"['vivacious', 'vibrant']"
E-High-N-High-A-Low-C-Low-O-High,6,mercurial,"['fickle', 'quicksilver', 'mercurial', 'erratic']"
E-High-N-High-A-Low-C-Low-O-High,7,artistic,"['esthetic', 'artistic', 'aesthetic']"
E-High-N-High-A-Low-C-Low-O-High,8,adventurous,"['adventurous', 'adventuresome']"
E-High-N-High-A-Low-C-Low-O-High,9,intense,"['vivid', 'intense', 'acute']"
E-High-N-High-A-Low-C-Low-O-High,10,unpredictable,"['irregular', 'unpredictable']"
E-Low-N-Low-A-Low-C-Low-O-High,1,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-Low-N-Low-A-Low-C-Low-O-High,2,independent,"['sovereign', 'independent', 'autonomous', 'self-governing']"
E-Low-N-Low-A-Low-C-Low-O-High,3,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-Low-N-Low-A-Low-C-Low-O-High,4,perceptive,['perceptive']
E-Low-N-Low-A-Low-C-Low-O-High,5,witty,['witty']
E-Low-N-Low-A-Low-C-Low-O-High,6,imaginative,"['inventive', 'imaginative']"
E-Low-N-Low-A-Low-C-Low-O-High,7,cerebral,"['intellectual', 'cerebral']"
E-Low-N-Low-A-Low-C-Low-O-High,8,restless,"['ungratified', 'unsatisfied', 'restless']"
E-Low-N-Low-A-Low-C-Low-O-High,9,free-spirited,[]
E-Low-N-Low-A-Low-C-Low-O-High,10,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
